root	gloss_fil	pos	source
telakaba			Samson p744 [unknown/low]
telapayung		adjective	Samson p744 [unknown/low]
telasukli		N	PALI:telasukli
telataung-		N	PALI:telata’ung-
telaturung		adjective	Samson p744 [unknown/low]
telebabad		noun	Samson p744 [unknown/low]
telefono		noun	Samson p744 [unknown/low]
telegra		noun	Samson p744 [unknown/low]
telegrafo		noun	Samson p744 [unknown/low]
telegrama		noun	Samson p744 [unknown/low]
telekwad		D./V	PALI:telekwad
teleponista			Mirikitani p962 [unknown/low]
teleskopio		noun	Samson p744 [unknown/low]
telon		noun	Samson p744 [unknown/low]
telonero		noun	Samson p744 [unknown/low]
teltel			Samson p744 [unknown/low]
tema		noun	Samson p744 [unknown/low]
tembong			Samson p744 [unknown/low]
temperamental		adjective	Samson p745 [unknown/low]
temperamento		noun	Samson p745 [unknown/low]
temperatura		noun	Samson p745 [unknown/low]
templanza		noun	Samson p745 [unknown/low]
templete		noun	Samson p745 [unknown/low]
templo		noun	Samson p745 [unknown/low]
temyong		N	PALI:te’myong
tenggan		N	PALI:te’nggan
tengkwad			PALI:tengkwad
teniente			Samson p745 [unknown/low]
tentebonete		adverb	Samson p745 [unknown/low]
teologo		noun	Samson p745 [unknown/low]
teolohiko		adjective	Samson p745 [unknown/low]
teolohiya		noun	Samson p745 [unknown/low]
teoretiko		adjective	Samson p746 [unknown/low]
teoria		noun	Samson p746 [unknown/low]
tepangan		noun	Samson p746 [unknown/low]
terac		noun	Samson p746 [unknown/low]
terak		V	PALI:tera’k
terku		noun	Samson p746 [unknown/low]
termino		noun	Samson p746 [unknown/low]
terno		noun	Samson p746 [unknown/low]
ternu		D	PALI:te’rnu
terrible		adjective	Samson p746 [unknown/low]
territorio		noun	Samson p746 [unknown/low]
terror		noun	Samson p746 [unknown/low]
terrorismo		noun	Samson p746 [unknown/low]
terrorista		noun	Samson p746 [unknown/low]
tersera		adjective	Samson p746 [unknown/low]
tersia		noun	Samson p746 [unknown/low]
tersiaria			Samson p746 [unknown/low]
tersio		noun	Samson p746 [unknown/low]
tersiopelo		noun	Samson p746 [unknown/low]
tesauro		noun	Samson p746 [unknown/low]
tesorero		noun	Samson p747 [unknown/low]
tesoro		noun	Samson p746 [unknown/low]
testamento		noun	Samson p747 [unknown/low]
testamentu			Kapampangan-English-Pilipino wordlist p53 [unknown/low]
testar		verb	Samson p747 [unknown/low]
testify			Samson p747 [unknown/low]
testigo		noun	Samson p747 [unknown/low]
testigu			Kapampangan-English-Pilipino wordlist p53 [unknown/low]
testikulo		noun	Samson p747 [unknown/low]
testimonio			Samson p747 [unknown/low]
testimony			Samson p747 [unknown/low]
testimonyo			Kapampangan-English-Pilipino wordlist p53 [unknown/low]
tete		N	PALI:te’te
tetengkuad			Samson p747 [unknown/low]
tetrarka		noun	Samson p747 [unknown/low]
tetsing			Samson p747 [unknown/low]
teybal		V	PALI:te’ybal
thicket			Samson p685 [dictionary_explicit/high]
thing		noun-verb	Samson p123 [dictionary_explicit/high]
throat		noun-verb	Samson p658 [dictionary_explicit/high]
ti			Samson p747 [unknown/low]
tia			Samson p747 [unknown/low]
tiaya			Samson p747 [unknown/low]
tiba		V	PALI:tiba’q
tibaba		noun	Samson p747 [dictionary_explicit/high]
tibabayat		adjective	Samson p747 [unknown/low]
tibac		adjective	Samson p747 [unknown/low]
tibag		D	PALI:tiba’g
tibaktibak		D	PALI:tibaktibak
tibatib		noun (OCR: printed as 'ft.')	Samson p748 [unknown/low]
tibe		D	PALI:-ti’be
tibi		noun (OCR: printed as 'ft.')	Samson p748 [unknown/low]
tibis		noun (OCR: printed as 'ft.')	Samson p748 [unknown/low]
tibsukan			Samson p748 [dictionary_explicit/high]
tibu		noun	Samson p748 [dictionary_explicit/high]
tibubus		adjective	Samson p748 [unknown/low]
tibuc		noun (OCR: printed as 'ft.')	Samson p748 [unknown/low]
tibuctibuc		noun (OCR: printed as 'ft.')	Samson p748 [unknown/low]
tibuebue		noun	Samson p748 [dictionary_explicit/high]
tibul		noun-verb	Samson p748 [dictionary_explicit/high]
tibulus		noun	Samson p749 [unknown/low]
tibuwan		N	PALI:tibuwan
tic-kuad		noun-verb	Samson p749 [unknown/low]
tic-kuas		adjective	Samson p749 [unknown/low]
ticbalang			Samson p749 [unknown/low]
ticdas		noun (OCR: printed as 'ft.')	Samson p749 [dictionary_explicit/high]
ticdi		noun	Samson p749 [unknown/low]
ticdo		noun-verb	Samson p749 [dictionary_explicit/high]
tickuadtickuad			Samson p749 [unknown/low]
ticlis		noun (OCR: printed as 'ft.')	Samson p749 [unknown/low]
ticmus		adjective	Samson p749 [dictionary_explicit/high]
tictic		noun	Samson p750 [dictionary_explicit/high]
tidtad		noun	Samson p750 [unknown/low]
tidua		adverb	Samson p750 [unknown/low]
tiduatidua		adverb	Samson p750 [unknown/low]
tidwa			Kapampangan-English-Pilipino wordlist p54 [unknown/low]
tiempo		noun	Samson p750 [unknown/low]
tiesa		noun	Samson p751 [dictionary_explicit/high]
tigab		noun	Samson p751 [unknown/low]
tigagal		transitive verb	Samson p751 [dictionary_explicit/high]
tigang		transitive verb	Samson p751 [dictionary_explicit/high]
tigbalang		noun	Samson p751 [unknown/low]
tigealo		noun	Samson p751 [unknown/low]
tigho		noun	Samson p751 [unknown/low]
tigim		V	PALI:tigim
tigis		noun	Samson p751 [dictionary_explicit/high]
tigit		noun	Samson p751 [dictionary_explicit/high]
tigoto		transitive verb	Samson p751 [dictionary_explicit/high]
tigpas		adjective	Samson p752 [dictionary_explicit/high]
tigpastigpas			Samson p752 [unknown/low]
tigpo			Samson p752 [unknown/low]
tigre		noun	Samson p752 [unknown/low]
tigsa		N	PALI:ti’gsaq
tigtig		V	PALI:tigtig
tiheras		noun	Samson p752 [dictionary_explicit/high]
tika		noun	Samson p749 [dictionary_explicit/high]
tikab			Samson p749 [unknown/low]
tikad		noun-verb	Samson p749 [dictionary_explicit/high]
tikal		D./V./St	PALI:tikal
tikantikan			Samson p749 [unknown/low]
tikas		noun	Samson p749 [unknown/low]
tikatic		noun-verb	Samson p749 [unknown/low]
tikbalang		N	PALI:tikbalang
tikdi			Kapampangan-English-Pilipino wordlist p53 [unknown/low]
tikdo			Kapampangan-English-Pilipino wordlist p53 [unknown/low]
tike		noun	Samson p752 [unknown/low]
tiket			Kapampangan-English-Pilipino wordlist p53 [unknown/low]
tikiki			Samson p752 [dictionary_explicit/high]
tikin			Samson p752 [unknown/low]
tikis			Samson p752 [unknown/low]
tikladu			Kapampangan-English-Pilipino wordlist p53 [unknown/low]
tikling			Kapampangan-English-Pilipino wordlist p53 [unknown/low]
tiklis			Kapampangan-English-Pilipino wordlist p53 [unknown/low]
tikmus		N	PALI:tikmu’s
tikoy		noun	Samson p750 [unknown/low]
tikta		N./Q	PALI:tikta’
tiktik			Kapampangan-English-Pilipino wordlist p53 [unknown/low]
tikul		noun-verb	Samson p750 [unknown/low]
tikultikul			Samson p750 [unknown/low]
tikum		transitive verb	Samson p750 [unknown/low]
tikumkum		verb	Samson p750 [unknown/low]
tikungkung		verb	Samson p750 [unknown/low]
tikus		noun	Samson p750 [unknown/low]
tikwas			Kapampangan-English-Pilipino wordlist p54 [unknown/low]
tila		noun-verb	Samson p752 [unknown/low]
tilac		noun-verb	Samson p752 [dictionary_explicit/high]
tilalid			Samson p752 [unknown/low]
tilao		noun	Samson p752 [unknown/low]
tilapia		noun	Samson p752 [unknown/low]
tilaw		V	PALI:tila’w
tilbag		noun	Samson p753 [unknown/low]
tilbug		D./V	PALI:tilbug
tilis		N	PALI:ti’lis
tilmid		transitive verb	Samson p753 [dictionary_explicit/high]
tilo		noun	Samson p753 [unknown/low]
tiltil		V	PALI:tiltil
tilunas		noun	Samson p753 [unknown/low]
tilus		D	PALI:-ti’lus
tily		transitive verb	Samson p753 [dictionary_explicit/high]
tim-mias		noun	Samson p755 [unknown/low]
tima		noun-verb	Samson p753 [dictionary_explicit/high]
timalad		noun	Samson p753 [unknown/low]
timan		V	PALI:timan
timang		adjective	Samson p754 [unknown/low]
timanman		noun	Samson p754 [dictionary_explicit/high]
timatimanman			Samson p754 [dictionary_explicit/high]
timaua		adjective	Samson p754 [dictionary_explicit/high]
timawa			Kapampangan-English-Pilipino wordlist p54 [unknown/low]
timba		N	PALI:timba’q
timbabalac		noun	Samson p754 [unknown/low]
timbabalak		N	PALI:timbaba’lak
timbang		N	PALI:ti’mbang
timbre		noun	Samson p755 [unknown/low]
timbu		N	PALI:timbu’q
timbul			Kapampangan-English-Pilipino wordlist p54 [unknown/low]
timid		V	PALI:timi’d
timil		transitive verb	Samson p755 [dictionary_explicit/high]
timog		noun	Samson p755 [unknown/low]
timoteo			Samson p755 [unknown/low]
timothy			Samson p755 [unknown/low]
timpan			Samson p755 [unknown/low]
timpla			Samson p755 [unknown/low]
timplado			Samson p755 [dictionary_explicit/high]
timpu		V./D./St	PALI:ti’mpuq
timpuk			Kapampangan-English-Pilipino wordlist p54 [unknown/low]
timsim		noun	Samson p755 [dictionary_explicit/high]
timtim		noun	Samson p756 [dictionary_explicit/high]
timu		verb	Samson p756 [unknown/low]
timucmuc			Samson p756 [unknown/low]
timug		N	PALI:timug
timulin		N	PALI:timulin
tin			Samson p756 [dictionary_explicit/high]
tina		adjective	Samson p756 [dictionary_explicit/high]
tinaclub			Samson p756 [unknown/low]
tinalage		N	PALI:tinala’ge
tinangtinapan		D	PALI:tinangtina’pan
tinap		V	PALI:ti’nap
tinape		N	PALI:tina’pe
tinatinang		adverb	Samson p756 [dictionary_explicit/high]
tinda		V	PALI:ti’nda
tindag		noun	Samson p756 [unknown/low]
tindahan			Mirikitani p962 [unknown/low]
tindaragis		noun	Samson p756 [unknown/low]
tindaragul		N	PALI:tindaragul
tindayag		transitive verb	Samson p757 [dictionary_explicit/high]
tindera		noun	Samson p757 [unknown/low]
tindi		noun-verb	Samson p757 [dictionary_explicit/high]
tindig		noun	Samson p757 [dictionary_explicit/high]
tingali		noun	Samson p757 [dictionary_explicit/high]
tingangas			Samson p757 [dictionary_explicit/high]
tingbo		noun	Samson p757 [unknown/low]
tingga		N	PALI:tinggaq
tinggalong		noun	Samson p758 [unknown/low]
tinggaputi		N	PALI:tinggapu’ti
tinggasi		noun	Samson p758 [dictionary_explicit/high]
tinggil		noun	Samson p758 [unknown/low]
tingi		V	PALI:tingiq
tingid		noun	Samson p758 [unknown/low]
tingig		noun	Samson p758 [unknown/low]
tingkad			Samson p757 [unknown/low]
tingkaputi			Kapampangan-English-Pilipino wordlist p54 [unknown/low]
tingkayad		noun-verb	Samson p757 [unknown/low]
tingkis			Samson p758 [dictionary_explicit/high]
tingting		transitive verb	Samson p758 [dictionary_explicit/high]
tinic		noun-verb	Samson p758 [unknown/low]
tinidur			Mirikitani p963 [unknown/low]
tinio		noun	Samson p758 [dictionary_explicit/high]
tinkaputi			Samson p756 [unknown/low]
tino		noun	Samson p759 [dictionary_explicit/high]
tinola		N	PALI:tino’la
tinta		N	PALI:tinta
tinti		adverb	Samson p759 [unknown/low]
tintika			Samson p759 [unknown/low]
tipa		V	PALI:ti’pa
tipa-manic		adverb	Samson p759 [unknown/low]
tipac		noun (OCR: printed as 'ft.')	Samson p759 [unknown/low]
tipak		N	PALI:ti’pak
tipaklung			Kapampangan-English-Pilipino wordlist p54 [unknown/low]
tipas			Samson p760 [unknown/low]
tipia		transitive verb	Samson p760 [dictionary_explicit/high]
tipiad		verb	Samson p760 [unknown/low]
tipid		V	PALI:tipi’d
tipla		V	PALI:ti’plaq
tiplad			Kapampangan-English-Pilipino wordlist p54 [unknown/low]
tipo			Samson p760 [dictionary_explicit/high]
tipu			Samson p760 [dictionary_explicit/high]
tipul		noun	Samson p760 [unknown/low]
tipun		V	PALI:ti’pun
tipus			Samson p760 [unknown/low]
tira		noun	Samson p760 [unknown/low]
tiraban			Samson p760 [unknown/low]
tirad		noun	Samson p761 [unknown/low]
tirada		noun	Samson p761 [unknown/low]
tirador		noun	Samson p761 [dictionary_explicit/high]
tirak			Mirikitani p963 [unknown/low]
tiran			PALI:tiran
tirante		noun	Samson p761 [unknown/low]
tiratira			Samson p761 [unknown/low]
tiric		noun	Samson p761 [dictionary_explicit/high]
tirintas			Samson p761 [unknown/low]
tiris		V	PALI:tiris
tis		V	PALI:tis
tisa		N	PALI:ti’saq
tisuran			Samson p762 [unknown/low]
titi		transitive verb	Samson p762 [dictionary_explicit/high]
titirintas			Samson p761 [dictionary_explicit/high]
titlu		adverb	Samson p762 [unknown/low]
titlu-titlunan			Samson p762 [AI_proposed/medium]
titlutitlu		adverb	Samson p762 [unknown/low]
tito			Samson p762 [unknown/low]
titser			Mirikitani p963 [unknown/low]
titular		adjective	Samson p762 [unknown/low]
titulo		noun (OCR: printed as 'ft.')	Samson p762 [dictionary_explicit/high]
titulu			Kapampangan-English-Pilipino wordlist p54 [unknown/low]
tiuala		adjective	Samson p762 [dictionary_explicit/high]
tiualag		adjective	Samson p762 [dictionary_explicit/high]
tiuase		adjective	Samson p763 [dictionary_explicit/high]
tiueue		transitive verb	Samson p763 [dictionary_explicit/high]
tiyan			PALI:tiya’n
tiyobibo		N	PALI:tiyobi’bo
tiyupan			Kapampangan-English-Pilipino wordlist p54 [unknown/low]
to		pronoun	Samson p763 [unknown/low]
tobias			Samson p763 [unknown/low]
todas			Samson p763 [unknown/low]
todo		adjective	Samson p763 [unknown/low]
todosan			Samson p763 [dictionary_explicit/high]
todu			Kapampangan-English-Pilipino wordlist p54 [unknown/low]
todusan			Samson p763 [unknown/low]
tofu			Samson p763 [unknown/low]
toga		noun	Samson p763 [unknown/low]
toge			Kapampangan-English-Pilipino wordlist p54 [unknown/low]
toka		noun	Samson p763 [unknown/low]
tokador		noun	Samson p763 [unknown/low]
tokang		noun	Samson p763 [unknown/low]
tokaya			Samson p763 [dictionary_explicit/high]
tokua			Samson p763 [dictionary_explicit/high]
tokung			Kapampangan-English-Pilipino wordlist p54 [unknown/low]
tokwa			Kapampangan-English-Pilipino wordlist p54 [unknown/low]
tokyo			Mirikitani p963 [unknown/low]
tolda		noun	Samson p763 [dictionary_explicit/high]
tolo			Samson p764 [dictionary_explicit/high]
tomate		noun	Samson p764 [unknown/low]
tomba			Samson p764 [unknown/low]
tombalevanta		noun	Samson p764 [unknown/low]
tombatomba			Samson p764 [dictionary_explicit/high]
tomismo		noun	Samson p764 [unknown/low]
tomo		noun	Samson p764 [unknown/low]
tomoposesion		noun	Samson p764 [dictionary_explicit/high]
tompiang		noun	Samson p764 [dictionary_explicit/high]
tonelada		noun	Samson p764 [unknown/low]
tong		N	PALI:tong
tono		N	PALI:to’no
tonto		noun	Samson p765 [unknown/low]
tool			Samson p140 [dictionary_explicit/high]
topografiya		noun	Samson p765 [unknown/low]
topotopo			Samson p765 [dictionary_explicit/high]
torda			Samson p765 [unknown/low]
toreador		noun	Samson p765 [unknown/low]
toreo		noun	Samson p765 [unknown/low]
torero		noun	Samson p765 [dictionary_explicit/high]
torilio		noun	Samson p765 [dictionary_explicit/high]
tormento		noun	Samson p765 [unknown/low]
torneo		noun	Samson p765 [unknown/low]
tornilio		noun	Samson p765 [unknown/low]
tornilyo		N	PALI:torni’lyo
torno		D	PALI:to’rno
toro		noun	Samson p765 [unknown/low]
torotot			Samson p765 [unknown/low]
torpe			Samson p765 [unknown/low]
torre		noun	Samson p765 [unknown/low]
torrero		noun	Samson p765 [unknown/low]
torsido		noun	Samson p765 [dictionary_explicit/high]
torta		noun	Samson p765 [unknown/low]
tortilia		noun	Samson p765 [unknown/low]
tortoise			Samson p549 [dictionary_explicit/high]
torusan			Samson p765 [dictionary_explicit/high]
tosino		noun	Samson p763 [unknown/low]
tosu		adjective	Samson p766 [unknown/low]
toto		transitive verb	Samson p766 [dictionary_explicit/high]
towards			Samson p493 [dictionary_explicit/high]
town			Samson p83 [dictionary_explicit/high]
toyo			Mirikitani p963 [unknown/low]
toyu			Samson p766 [dictionary_explicit/high]
tractora		noun	Samson p766 [unknown/low]
tradision		noun	Samson p766 [unknown/low]
tranformasion		noun	Samson p767 [unknown/low]
trangka			Samson p766 [unknown/low]
trangkasu		N	PALI:trangka’su
trankazo		noun	Samson p766 [dictionary_explicit/high]
transacsion		noun	Samson p766 [unknown/low]
transfigurasion		noun	Samson p766 [unknown/low]
transforma			Samson p767 [unknown/low]
transision		noun	Samson p767 [unknown/low]
transitivo			Samson p767 [unknown/low]
translasion		noun	Samson p767 [unknown/low]
transleyt		V	PALI:transleyt
transmission			Samson p766 [unknown/low]
transparente			Samson p767 [unknown/low]
transportasion		noun	Samson p767 [unknown/low]
transporte		noun	Samson p767 [unknown/low]
transubstansiasion		noun	Samson p767 [unknown/low]
trapichero		noun	Samson p767 [dictionary_explicit/high]
trapik		N	PALI:tra’pik
tratado		noun	Samson p767 [unknown/low]
trato			Samson p767 [unknown/low]
tratu			Kapampangan-English-Pilipino wordlist p55 [unknown/low]
tratus		N	PALI:tratus
traverse			Samson p767 [unknown/low]
travesanio		noun	Samson p767 [unknown/low]
traviesa		noun	Samson p767 [unknown/low]
traysikal		N	PALI:tra’ysikal
treatment			Samson p315 [dictionary_explicit/high]
treinta			Samson p767 [unknown/low]
tren		noun	Samson p767 [unknown/low]
trenta			Mirikitani p963 [unknown/low]
trentay			Mirikitani p963 [unknown/low]
trento		noun	Samson p767 [unknown/low]
tres			Samson p768 [unknown/low]
trese			Samson p767 [unknown/low]
tresientos			Samson p767 [unknown/low]
treskantos		N	PALI:treskantos
trianggulo		N	PALI:trianggulo
tribu		noun (OCR: printed as 'ft.')	Samson p768 [unknown/low]
tribuna		noun (OCR: printed as 'ft.')	Samson p768 [unknown/low]
tribunal		noun (OCR: printed as 'ft.')	Samson p768 [unknown/low]
tribuno		noun (OCR: printed as 'ft.')	Samson p768 [unknown/low]
tribuson		noun (OCR: printed as 'ft.')	Samson p768 [unknown/low]
tridentino		adjective	Samson p768 [unknown/low]
triduo		noun (OCR: printed as 'ft.')	Samson p768 [dictionary_explicit/high]
trigo		noun (OCR: printed as 'ft.')	Samson p768 [unknown/low]
trinchera		noun (OCR: printed as 'ft.')	Samson p768 [unknown/low]
trincherahan			Samson p768 [unknown/low]
trinidad		noun (OCR: printed as 'ft.')	Samson p768 [unknown/low]
trintas			Samson p768 [unknown/low]
triple		adjective	Samson p768 [unknown/low]
triplikado		adjective	Samson p768 [unknown/low]
tripulante		noun (OCR: printed as 'ft.')	Samson p768 [unknown/low]
trisiun			Samson p768 [dictionary_explicit/high]
trombon		noun	Samson p769 [unknown/low]
trompa		noun	Samson p769 [unknown/low]
trompeta		noun	Samson p769 [unknown/low]
trompo		noun	Samson p769 [unknown/low]
trono		noun	Samson p769 [unknown/low]
tropa		noun	Samson p769 [unknown/low]
tropeo		noun	Samson p769 [unknown/low]
tropik		N	PALI:tro’pik
tropikal			Samson p769 [unknown/low]
tropiko		noun	Samson p769 [unknown/low]
trote		noun	Samson p769 [unknown/low]
trozo			Samson p769 [unknown/low]
truncheon			Samson p113 [dictionary_explicit/high]
ts-			Samson p769 [unknown/low]
tsa		noun	Samson p769 [dictionary_explicit/high]
tsamba			Samson p770 [dictionary_explicit/high]
tsesa			Kapampangan-English-Pilipino wordlist p55 [unknown/low]
tsiku			Kapampangan-English-Pilipino wordlist p55 [unknown/low]
tsokolate			Mirikitani p963 [unknown/low]
tsuklati			Kapampangan-English-Pilipino wordlist p55 [unknown/low]
tu			Mirikitani p922 [unknown/low]
tua		N	PALI:tua’
tuad		noun	Samson p770 [dictionary_explicit/high]
tuag		transitive verb	Samson p770 [dictionary_explicit/high]
