id,batch,kapampangan,filipino,correct,comment
rv_1245,7 - AI-generated (Gemini conversational/news; needs review),"Bayu sumikat ing aldo, megingsing la na ring magsasaka king bukid.","Bago sumikat ang araw, nakagising na ang mga magsasaka sa bukid.",,
rv_1246,7 - AI-generated (Gemini conversational/news; needs review),E pa naihahanda ring gamit para king out-of-town meeting bukas.,Hindi pa naihahanda ang mga gamit para sa out-of-town meeting bukas.,,
rv_1247,7 - AI-generated (Gemini conversational/news; needs review),Ninu-ninu ring kayabe mung munta king mall ngening bengi?,Sinu-sino ang mga kasama mong pupunta sa mall ngayong gabi?,,
rv_1248,7 - AI-generated (Gemini conversational/news; needs review),Kailangan tamung magtipid ng kuryente ba e lumaki ing kekatamung bill.,Kailangan nating magtipid ng kuryente upang hindi lumaki ang ating bill.,,
rv_1249,7 - AI-generated (Gemini conversational/news; needs review),Ing imalan a gewa ning tailor kasya-kasya ya kanaku.,Ang damit na ginawa ng tailor ay kasyang-kasya sa akin.,,
rv_1250,7 - AI-generated (Gemini conversational/news; needs review),Mas mabilis magluto gagamit air fryer kaysa king ordinaryong kalan.,Mas mabilis magluto gamit ang air fryer kaysa sa ordinaryong kalan.,,
rv_1251,7 - AI-generated (Gemini conversational/news; needs review),E ku atandanan nung nukarin ke lewan ing wallet ku kanian abak.,Hindi ko maalala kung saan ko naiwan ang aking wallet kaninang umaga.,,
rv_1252,7 - AI-generated (Gemini conversational/news; needs review),"Nung magpatulong ka king keka mong kaklase, mas mabilis mung atayari ini.","Kung magpapatulong ka sa iyong kaklase, mas mabilis mong matatapos ito.",,
rv_1253,7 - AI-generated (Gemini conversational/news; needs review),Obakit e ka pa rin magpadala ng confirmation email king customer?,Bakit hindi ka pa rin nagpapadala ng confirmation email sa customer?,,
rv_1254,7 - AI-generated (Gemini conversational/news; needs review),Ipinagbawal ning barangay ing magtapon basura king lele ning ilog.,Ipinagbawal ng barangay ang pagtatapon ng basura sa tabi ng ilog.,,
rv_1255,7 - AI-generated (Gemini conversational/news; needs review),Alang libreng sakay ngening aldo uling mayari ne ing programa.,Walang libreng sakay ngayong araw dahil natapos na ang programa.,,
rv_1256,7 - AI-generated (Gemini conversational/news; needs review),Ali mu lalewan a matuyo ing halaman king lalam ning aldo.,Huwag mong hahayaan na matuyo ang halaman sa ilalim ng araw.,,
rv_1257,7 - AI-generated (Gemini conversational/news; needs review),"Bayu sali ng bayung laptop, baluan mu pa ring katangian na.","Bago bumili ng bagong laptop, alamin mo muna ang mga katangian nito.",,
rv_1258,7 - AI-generated (Gemini conversational/news; needs review),E pa ba mayari ing meeting ring opisyal king ikalawang palapag?,Hindi pa ba tapos ang meeting ng mga opisyal sa ikalawang palapag?,,
rv_1259,7 - AI-generated (Gemini conversational/news; needs review),Ring estudyanteng makapasa king pagsusulit makatanggap silang libreng libro.,Ang mga estudyanteng nakapasa sa pagsusulit ay makakatanggap ng libreng libro.,,
rv_1260,7 - AI-generated (Gemini conversational/news; needs review),"Nung muran ng masikan potang gatpanapun, mas mayap manatili king bale.","Kung uulan nang malakas mamayang hapon, mas mabuting manatili sa bahay.",,
rv_1261,7 - AI-generated (Gemini conversational/news; needs review),"Kabang mangan apunan, pinag-usapan ning pamilya ing plano king bakasyon.","Habang kumakain ng hapunan, pinag-usapan pamilya ang plano sa bakasyon.",,
rv_1262,7 - AI-generated (Gemini conversational/news; needs review),Baka e makatipa i Pedro king meeting uling atin yang sakit ing kekang anak.,Baka hindi makadalo si Pedro sa pagpupulong dahil may sakit ang kanyang anak.,,
rv_1263,7 - AI-generated (Gemini conversational/news; needs review),"Bayu ka munta Palawan, kailangan mung mag-book ng hotel nang maaga.","Bago ka pumunta sa Palawan, kailangan mong mag-book ng hotel nang maaga.",,
rv_1264,7 - AI-generated (Gemini conversational/news; needs review),Alang pwedeng mag-park ng sasakyan king arapan ning pasbul hospital.,Walang pwedeng mag-park ng sasakyan sa tapat ng pinto ng ospital.,,
rv_1265,7 - AI-generated (Gemini conversational/news; needs review),Ali mu ipagkaila ing katotohanang balu na ning sabla.,Huwag mong ipagkakaila ang katotohanang alam na ng lahat.,,
rv_1266,7 - AI-generated (Gemini conversational/news; needs review),Ipinadala ne ning kumpanya ing tawling sweldo ring dating empleyado.,Ipinadala na ng kumpanya ang huling sweldo ng mga dating empleyado.,,
rv_1267,7 - AI-generated (Gemini conversational/news; needs review),Obakit e ka pa nakakapag-desisyon nung nanung kurso ing kailangan mu?,Bakit hindi ka pa nakakapag-desisyon kung anong kurso ang kukunin mo?,,
rv_1268,7 - AI-generated (Gemini conversational/news; needs review),Mas manyaman ing kakanan king karinderya kaysa king mamahaling restawran.,Mas masarap ang pagkain sa karinderya kaysa sa mamahaling restawran.,,
rv_1269,7 - AI-generated (Gemini conversational/news; needs review),E pa nakatanggap tulong ring baryo a nalubog king baha.,Hindi pa nararating ng tulong ang mga baryo na nalubog sa baha.,,
rv_1270,7 - AI-generated (Gemini conversational/news; needs review),"Nung e magbago ing panahon, tuloy ing kekatamung island hopping.","Kung hindi magbabago ang panahon, matutuloy ang ating island hopping.",,
rv_1271,7 - AI-generated (Gemini conversational/news; needs review),Ninu ing megturo keka magamit ing bayung software a yan?,Sino ang nagturo sa iyo na gumamit ng bagong software na iyan?,,
rv_1272,7 - AI-generated (Gemini conversational/news; needs review),Dakal a taung mag-abang king kilwal ning sinehan para king premiere.,Maraming taong nag-aabang sa labas ng sinehan para sa premiere.,,
rv_1273,7 - AI-generated (Gemini conversational/news; needs review),Ali mu kakalingwan patdan ing sulu paglub/paglwal mu king kwarto.,Huwag mong kakalimutang patayin ang ilaw paglabas mo ng kwarto.,,
rv_1274,7 - AI-generated (Gemini conversational/news; needs review),Baka e tamu maabutan ing tawling biyahe ning tren ngening bengi.,Baka hindi natin maabutan ang huling biyahe ng tren ngayong gabi.,,
rv_1275,7 - AI-generated (Gemini conversational/news; needs review),"Bayu ka pirma king kontrata, basan mu pa nang mayap ing sablang nakasulat.","Bago ka pumirma sa kontrata, basahin mo muna nang mabuti ang lahat ng nakasulat.",,
rv_1276,7 - AI-generated (Gemini conversational/news; needs review),E ku pa naiipon ing sapat a pera ba kung sali ng bayung sasakyan.,Hindi ko pa naiipon ang sapat na pera para bumili ng bagong sasakyan.,,
rv_1277,7 - AI-generated (Gemini conversational/news; needs review),"Bagaman napagal ing sabla, masaya kami pa rin king meging resulta ning event.","Bagaman napagod ang lahat, masaya pa rin kami sa naging resulta ng event.",,
rv_1278,7 - AI-generated (Gemini conversational/news; needs review),Obakit ali mu bisang magkutan king guard nung nukarin ing elevator?,Bakit ayaw mong magtanong sa guard kung saan ang elevator?,,
rv_1279,7 - AI-generated (Gemini conversational/news; needs review),Ipinatayo ning pamahalaan ing bayung tulay ba mabawasan ing trapik.,Ipinatayo ng pamahalaan ang bagong tulay upang mabawasan ang trapik.,,
rv_1280,7 - AI-generated (Gemini conversational/news; needs review),Alang makabalu nung obakit biglang ala kuryente kanian.,Walang nakakaalam kung bakit biglang nawalan ng kuryente kanina.,,
rv_1281,7 - AI-generated (Gemini conversational/news; needs review),"Kabang mag-ayos ng papeles, mekit ya i Juan ng lumang resibo.","Habang nag-aayos ng mga papeles, nakakita si Juan ng lumang resibo.",,
rv_1282,7 - AI-generated (Gemini conversational/news; needs review),"Nung matipa ka king okasyon, sabyan mu kanaku nang maaga ba kung makakayabe.","Kung dadalo ka sa okasyon, sabihan mo ako nang maaga para makasama ako.",,
rv_1283,7 - AI-generated (Gemini conversational/news; needs review),Mas mayap maglakad kaysa sumakai potang malapit mu ing puntalan.,Mas mainam na maglakad kaysa sumakay kapag malapit lang ang pupuntahan.,,
rv_1284,7 - AI-generated (Gemini conversational/news; needs review),Ring gamut a ibinigay ning nurse para kareng lagnat na.,Ang mga gamot na ibinigay ng nurse ay para sa kanyang lagnat.,,
rv_1285,7 - AI-generated (Gemini conversational/news; needs review),Ali mu lalewan a makawala ing pusa king kilub ning bale.,Huwag mong hahayaang makawala ang pusa sa loob ng bahay.,,
rv_1286,7 - AI-generated (Gemini conversational/news; needs review),E pa dinatang ing delivery rider uling malito ya king address.,Hindi pa dumatang ang delivery rider dahil nalito siya sa address.,,
rv_1287,7 - AI-generated (Gemini conversational/news; needs review),Ninu ing meglinis kwarto kabang ala kami keni?,Sino ang naglinis ng kwarto habang wala kami rito?,,
rv_1288,7 - AI-generated (Gemini conversational/news; needs review),"Bayu magsimula ing pelikula, sinali kami pa ng popcorn at inuman.","Bago magsimula ang pelikula, bumili muna kami ng popcorn at inumin.",,
rv_1289,7 - AI-generated (Gemini conversational/news; needs review),E tamu matayari ing proyekto nung ala ing tulong ning kekatamung team.,Hindi natin matatapos ang proyekto kung wala ang tulong ng ating team.,,
rv_1290,7 - AI-generated (Gemini conversational/news; needs review),"Kabang mag-abang king pila, meg-update ya i Maria ng kekang status online.","Habang nag-aantay sa pila, nag-update si Maria ng kanyang status online.",,
rv_1291,7 - AI-generated (Gemini conversational/news; needs review),Obakit e mu buksan ing awang ba lumub ing sariwang angin?,Bakit hindi mo buksan ang bintana para pumasok ang sariwang hangin?,,
rv_1292,7 - AI-generated (Gemini conversational/news; needs review),Ali ka mag-atubiling tumawag kekami potang atin kang problema.,Huwag kang mag-atubiling tumawag sa amin kapag may problema ka.,,
rv_1293,7 - AI-generated (Gemini conversational/news; needs review),Baka e matuloy ing biyahe tamu Baguio nung masikan ing uran.,Baka hindi matuloy ang biyahe natin sa Baguio kung malakas ang ulan.,,
rv_1294,7 - AI-generated (Gemini conversational/news; needs review),Ipinagluto ni Inda ng manyaman a sopas ing kapatad kung atin sakit.,Ipinagluto ni Nanay ng masarap na sopas ang aking kapatid na may sakit.,,
rv_1295,7 - AI-generated (Gemini conversational/news; needs review),Ala nang natagung kakanan king lamesa uling mengan na ring sablang bisita.,Walang natirang pagkain sa mesa dahil kumain na ang lahat ng bisita.,,
rv_1296,7 - AI-generated (Gemini conversational/news; needs review),"Bagaman benging-bengi na, dakal pa ring tau king kilwal ning convenience store.","Bagaman gabing-gabi na, marami pa ring tao sa labas ng convenience store.",,
rv_1297,7 - AI-generated (Gemini conversational/news; needs review),"Bayu mako ing bus, siguraduhin mung atin keka ing sablang gamit mu.","Bago umalis ang bus, siguraduhing nasa sa iyo ang lahat ng gamit mo.",,
rv_1298,7 - AI-generated (Gemini conversational/news; needs review),E ku atandanan nung nukarin ke inabili ing susi ning kotse.,Hindi ko maaalala kung saan ko inilagay ang susi ng kotse.,,
rv_1299,7 - AI-generated (Gemini conversational/news; needs review),Mas bisa kung mininum malamig a danum kaysa king juice potang mapali.,Mas gusto kong uminom ng malamig na tubig kaysa sa juice kapag mainit.,,
rv_1300,7 - AI-generated (Gemini conversational/news; needs review),Ali mu hahawaan ng sakit ing keka mong malating kapatid.,Huwag mong hahawaan ng sakit ang iyong maliit na kapatid.,,
rv_1301,7 - AI-generated (Gemini conversational/news; needs review),Baka mawala ing keka mong dokumento nung e mu isalikut king bag.,Baka mawala ang iyong dokumento kung hindi mo itatago sa bag.,,
rv_1302,7 - AI-generated (Gemini conversational/news; needs review),E pa nabayaran ing bill king internet inya naputulan kaming koneksyon.,Hindi pa nababayaran ang bill sa internet kaya naputulan kami ng koneksyon.,,
rv_1303,7 - AI-generated (Gemini conversational/news; needs review),Ila ring kekatamung kapangkat a mag-report ng proyekto bukas.,Sila ang mga kapangkat natin na mag-uulat ng proyekto bukas.,,
rv_1304,7 - AI-generated (Gemini conversational/news; needs review),Dakal a bayung kakanan ing mambukas king lele ning kekaming opisina.,Maraming bagong kainan ang nagbukas sa tabi ng aming opisina.,,
rv_1305,7 - AI-generated (Gemini conversational/news; needs review),Obakit e ka pa munta king clinic ba kang magpakonsulta?,Bakit hindi ka pa pumupunta sa clinic para magpakonsulta?,,
rv_1306,7 - AI-generated (Gemini conversational/news; needs review),Alang pwedeng maniram ng laptop nang alang pahintulot ning boss.,Walang pwedeng humiram ng laptop nang walang pahintulot ng boss.,,
rv_1307,7 - AI-generated (Gemini conversational/news; needs review),Ing imalan a ginamit ku napun nalabahan ne ni Inda.,Ang damit na ginamit ko kahapon ay nalabahan na ni Nanay.,,
rv_1308,7 - AI-generated (Gemini conversational/news; needs review),Ali mu sabyan karela ing lugar a kekatamung puntalan.,Huwag mong sasabihin sa kanila ang lugar na ating pupuntahan.,,
rv_1309,7 - AI-generated (Gemini conversational/news; needs review),"Bayu mayari ing bulan, kailangan tamung magsumite ng mga ulat.","Bago matapos ang buwan, kailangan nating magsumite ng mga ulat.",,
rv_1310,7 - AI-generated (Gemini conversational/news; needs review),"Kabang magmaneho king dalan, mekit ya i Pedro ng aksidente king dalan.","Habang nagmamaneho sa kalye, nakakita si Pedro ng aksidente sa daan.",,
rv_1311,7 - AI-generated (Gemini conversational/news; needs review),Ninu ing makakilala king lalaking linub king opisina kanian gatpanapun?,Sino ang nakakilala sa lalaking pumasok sa opisina kaninang hapon?,,
rv_1312,7 - AI-generated (Gemini conversational/news; needs review),"Bagaman masakit ing obra, atayari tamu pa rin ini king takdang oras.","Bagaman mahirap ang gawain, natapos pa rin natin ito sa takdang oras.",,
rv_1313,7 - AI-generated (Gemini conversational/news; needs review),Mas mabilis maglakbay gagamit tren kaysa king bus Balang abak.,Mas mabilis maglakbay gamit ang tren kaysa sa bus tuwing umaga.,,
rv_1314,7 - AI-generated (Gemini conversational/news; needs review),Obakit ali mu bisang inuman ing gamut a ibinigay ning doktor?,Bakit ayaw mong inumin ang gamot na ibinigay ng doktor?,,
rv_1315,7 - AI-generated (Gemini conversational/news; needs review),Alang tau king bale uling minunta ing sabla king simbahan.,Walang tao sa bahay dahil nagpunta ang lahat sa simbahan.,,
rv_1316,7 - AI-generated (Gemini conversational/news; needs review),"Nung sali kang bayung phone, pilian mu ing atin magandang camera.","Kung bibili ka ng bagong phone, piliin mo ang may magandang camera.",,
rv_1317,7 - AI-generated (Gemini conversational/news; needs review),Ing kapeng ininum ku kanian masyadong matapang ya kanaku.,Ang kape na ininom ko kanina ay masyadong matapang para sa akin.,,
rv_1318,7 - AI-generated (Gemini conversational/news; needs review),Ali mu tatalanan ing basu uling mapali ya ing kape king kilub.,Huwag mong hahawakan ang baso dahil mainit ang laman nitong kape.,,
rv_1319,7 - AI-generated (Gemini conversational/news; needs review),Baka akalingwan ning driver ing lumiko king kanto nung e mu sabyan.,Baka makalimutan ng driver na lumiko sa kanto kung hindi mo sasabihin.,,
rv_1320,7 - AI-generated (Gemini conversational/news; needs review),"Kabang magpapatuyo buhok, makiramdam ya i Ana ng paborito nang kanta.","Habang nagpapatuyo ng buhok, nakikinig si Ana ng paborito niyang kanta.",,
rv_1321,7 - AI-generated (Gemini conversational/news; needs review),E ku inisip a maging matagumpay ing kekaming malating negosyo.,Hindi ko naisip na magiging matagumpay ang aming maliit na negosyo.,,
rv_1322,7 - AI-generated (Gemini conversational/news; needs review),Ila ring kaklase kung sinopa kanaku king kekaming proyekto.,Sila ang mga kaklase ko na tumulong sa akin sa aming proyekto.,,
rv_1323,7 - AI-generated (Gemini conversational/news; needs review),Dakal a taung maghintay jeep king lele ning overpass ngening bengi.,Maraming taong naghihintay ng jeep sa tabi ng overpass ngayong gabi.,,
